	Season	Episode	Category	Q_person	A_person	Q_original	A_original	Q_modified	A_modified	Annotation_1	Annotation_2	Annotation_3	Goldstandard
2711	5	6	3	Danny	Rachel	Do you?	Well, y'know, if-if kids like to play with Capri pants.	Do you have toys for underprivileged kids in there?	Well, y'know, if-if kids like to play with Capri pants.	3	3	3	3
2712	3	24	2	Doug	Chandler	Oh, is it the swearing? I mean is it the constant swearing? Because I gotta tell ya, if it is, you can just... kiss my ass!	No, no. It-it’s not about the swearing, it’s more about ah, the way, that you ah, occasionally, concentrate, your enthusiasm on my buttock.	Oh, is it the swearing? I mean is it the constant swearing?	It-it’s not about the swearing, it’s more about ah, the way, that you ah, occasionally, concentrate, your enthusiasm on my buttock.	2	2	2	2
2713	1	4	1	Monica	Phoebe	Wow, you worked in a mine?	I worked in a Dairy Queen, why?	Wow, you worked in a mine?	I worked in a Dairy Queen, why?	2	2	2	2
2714	5	21	1	Phoebe	Gary	That is so sweet. But don't you think it's a little too soon? I mean there's so much we don't know about each other.	(disappointed) Oh. Oh-oh-okay, I get it.	But don't you think it's a little too soon? I mean there's so much we don't know about each other.	Oh. Oh-oh-okay, I get it.	4	4	4	4
2715	2	10	1	Monica	Chandler	[holding bottles] Does anybody want these?	I'll take one. Sometimes I like to hold stuff like this and pretend I'm a giant.	Does anybody want these?	I'll take one. Sometimes I like to hold stuff like this and pretend I'm a giant.	1	1	1	1
2716	3	7	1	Dr. Green	Ross	They found rust. You know what rust does to a boat?	It gives it a nice antiquey look.	They found rust. You know what rust does to a boat?	It gives it a nice antiquey look.	1	1	1	1
2717	10	13	3	Ross	Rachel	No, no, no, I'm sure you have a great excuse, wh-was it a hair appointment, a mani-pedi or was there a sale at Barney's?	My father had an heart attack... (crying) ...while I was at Barney’s.	No, no, no, I'm sure you have a great excuse, wh-was it a hair appointment? A mani-pedi?  Was there a sale at Barney's?	My father had an heart attack... while I was at Barney’s.	2	2	2	2
2718	7	7	1	Chandler	Monica	No! That was a lie! See how easy that was?	So-so you would’ve just lied?	That was a lie! See how easy that was?	So-so you would’ve just lied?	4	4	1	4
2719	10	11	2	Chandler	Rachel	Aren't you...?	Yeah, Rachel. And this (points to Monica) is Ross' sister, Monica. We met at Thanksgiving. (looks around the room as if searching for something more interesting to do).	Aren't you...?	Rachel. And this is Ross' sister, Monica. We met at Thanksgiving.	1	1	4	1
2720	9	23-24	1	Mike	Monica	So you forfeit?	I can't believe it! (pause) I lost!	So you forfeit?	I can't believe it! I lost!	1	1	1	1
2721	7	12	1	Tag	Rachel	Well, it’s not out here. Is there any chance it could be in your office?	(thinks) Y’know, I don’t-I don’t know. Let me, let me check. (As she heads for her office, she stops glances over her should at Tag, looks into her office, and finds the folder on her desk.)	Is there any chance it could be in your office?	Y’know, I don’t-I don’t know. Let me, let me check.	4	4	1	4
2722	2	10	3	Ross	Monica	What's going on, is... uh, Bobby drinking again?	Oh no no, this is not for him, this is for me. That way he's still sober but I find his stories about shoelaces much more amusing.	Is Bobby drinking again?	These drinks are not for him, they are for me. That way he's still sober but I find his stories about shoelaces much more amusing.	2	2	2	2
2723	9	17	2	Chandler	Ross	Hey! Ready to go?	Oh yeah, let me just finish this.	Ready to go?	Let me just finish this.	2	2	2	2
2724	10	14	1	Chandler	Joey	You don't think we'd buy a house and not have a Joey room do you?	Oh my God! (they all hug) Oh! Hey, can I have an aquarium? And a sex swing?	You don't think we'd buy a house and not have a Joey room do you?	Oh my God! Oh! Hey, can I have an aquarium? And a sex swing?	4	4	5	4
2725	2	23	1	Monica	Richard	No no. See, in my bedroom I set my clock six minutes fast. You wanna know why?	Because it's in a slightly different time zone than the kitchen.	See, in my bedroom I set my clock six minutes fast. You wanna know why?	Because it's in a slightly different time zone than the kitchen.	4	4	4	4
2726	5	14	1	Ross	Phoebe	Okay, I've got to go pick up Ben but I-I will figure something out. (He opens the door and stops.) Hey, didn't he used to have a cat?	I wouldn't bring that up, it would probably just bum him out.	Hey, didn't he used to have a cat?	I wouldn't bring that up, it would probably just bum him out.	1	1	1	1
2727	7	18	1	Monica	Chandler	Okay, but all right you’re a guy, does it not freak you that you’re never gonna sleep with anybody else?	Sleeping with somebody new, anxiety, panic, and I’m afraid even more sweating.	Okay, but all right you’re a guy, does it not freak you that you’re never gonna sleep with anybody else?	Sleeping with somebody new, anxiety, panic, and I’m afraid even more sweating.	2	2	2	2
2728	3	12	2	Julio	Monica	No, it's about all women. Well, all American women. You feel better now?	(sarcastically) Oh yeah.	No, it's about all women. Well, all American women. You feel better now?	Oh.	4	4	4	4
2729	2	23	1	Ross	Rachel	Is this what you had in mind?	I'll say.	Is this what you had in mind?	I'll say.	1	1	1	1
2730	6	21	1	Paul	Rachel	Well maybe you can date him then that would save me the trouble of killing him. (Rachel laughs then starts looking at him.) Are you okay?	You just don’t look old enough to have a twenty-year-old daughter.	Are you okay?	You just don’t look old enough to have a twenty-year-old daughter.	4	4	1	4
2731	6	3	1	Ross	Rachel	Yeah. There’s no breaking them up, is there?	Hey, can I borrow the key to your house so I can run across the street and make a copy?	There’s no breaking them up, is there?	Hey, can I borrow the key to your house so I can run across the street and make a copy?	5	5	5	5
2732	6	21	1	Paul	Ross	Well, this is fun. So Ross, did you kill any of these wives?	Y’know what? I-I-I… I-I have had enough of this! Y’know, I-I-I care a great deal about your daughter and I have treated her with nothing but respect! So if-if you’ve got a problem with me, frankly…	So Ross, did you kill any of these wives?	Y’know what? I-I-I… I-I have had enough of this!	4	4	4	4
2733	6	15-16	1	Ross	Carol	Well I don’t know umm, (Pause) what if we were too tie each other up? (Carol’s shocked and obviously doesn’t like that idea.) Umm, some people eat stuff off one another. (Carol doesn’t like that idea either.) Nah! Umm, y’know we-we could try dirty talk? (Carol still says no.) Umm, we could, we could have a threesome.	(quickly) I love that idea!	Umm, y’know we-we could try dirty talk? Umm, we could, we could have a threesome.	I love that idea!	1	1	1	1
2734	4	5	1	Chandler	Monica	All right, I'm gonna do it! I'm gonna get shot down. Any advice?	Just be yourself. But, not too much.	All right, I'm gonna do it! I'm gonna get shot down. Any advice?	Just be yourself. But, not too much.	1	1	1	1
2735	4	10	1	Chandler	Rachel	See, I’m not bad at this fixing up thing, huh?	Well, so what does he do?	See, I’m not bad at this fixing up thing, huh?	Well, so what does he do?	4	5	5	5
2736	9	2	1	Joey	Ross	Come on, you guys are more then that! I mean, you’re gonna get together right?	I don’t think that we are.	Come on, you guys are more then that! I mean, you’re gonna get together right?	I don’t think that we are.	2	2	2	2
2737	7	3	2	Chandler	Ross	Uh why, do you have a lecture?	No, why?	Do you have a lecture?	Why?	4	4	4	4
2738	4	15	1	Ross	Rachel	Hey, I can handle it! All right?	Please, Ross, you-you got hurt playing badminton with my dad.	Hey, I can handle it! All right?	Please, Ross, you-you got hurt playing badminton with my dad.	2	2	2	2
2739	8	9	1	Monica	Joey	Yeah, you want some?	Ah, just cut me a little sliver. (Monica prepares to cut a little sliver.) A little bigger. (Monica prepares to cut a bigger piece.) Little bigger. (Monica moves the knife again.) What?! Are you afraid you’re gonna run out?! Cut me a real piece!	Yeah, you want some?	Ah, just cut me a little sliver. A little bigger. Little bigger. Are you afraid you’re gonna run out?! Cut me a real piece!	1	1	1	1
2740	4	12	1	Monica	Chandler	Huh, wanna bet?	Well, I’m so confused as to what we’ve been doing so far…	Huh, wanna bet?	Well, I’m so confused as to what we’ve been doing so far…	4	4	4	4
2741	3	5	3	Phoebe	Frank	Um, yeah sure. Why you wanna call your Mom?	No, I wanna melt it.	You wanna use the phone to call your Mom?	I wanna melt it.	2	2	2	2
2742	4	20	2	Ross	Rachel	(coming back in) Did you say something?	No, just singing. (Does a little song.)	Did you say something?	Just singing.	2	2	2	2
2743	7	5	1	Rachel	Melissa	Really?! Got a little crush on Tag there do ya?	Well, we’ve been flirting back and forth, but I was hoping that tonight it would turn into something a little more than that.	Really?! Got a little crush on Tag there do ya?	Well, we’ve been flirting back and forth, but I was hoping that tonight it would turn into something a little more than that.	1	1	1	1
2744	6	3	1	Joey	Ross	Umm, listen, Ross do you really think this moving in with Rachel is a good idea?	I’ve been back and forth.	Umm, listen, Ross do you really think this moving in with Rachel is a good idea?	I’ve been back and forth.	4	4	4	4
2745	10	7	1	Monica	Laura	Would you like something to drink?	Oh, water would be fine.	Would you like something to drink?	Oh, water would be fine.	1	1	1	1
2746	6	15-16	2	Rachel	Monica	Ohh, so do you! Did you lose weight? (She’s not quite sure of that one.)	You are so sweet to notice! Yes, I lost three and a half pounds!	Did you lose weight?	You are so sweet to notice! I lost three and a half pounds!	1	1	1	1
2747	7	9	1	Ross	Phoebe	You like it?	I love it!!	You like it?	I love it!!	1	1	1	1
2748	9	23-24	1	Chandler	David	Seriously, we're gonna do this?	I'm sorry, uh... I just wish I could make her forget about Mike already, you know... Why did Phoebe and Mike break up?	Seriously, we're gonna do this?	I'm sorry, uh... I just wish I could make her forget about Mike already, you know... Why did Phoebe and Mike break up?	4	4	4	4
2749	3	19	1	Pete	Monica	(to Monica) Hey, can I ask you something?	Sure.	Hey, can I ask you something?	Sure.	1	1	1	1
2750	1	17	1	Joey	Chandler	Well, if she's my friend, hopefully she'll understand. I mean, wouldn't you guys?	Man, if you tried something like that on my birthday, you'd be starin' at the business end of a hissy fit.	Well, if she's my friend, hopefully she'll understand. I mean, wouldn't you guys?	Man, if you tried something like that on my birthday, you'd be starin' at the business end of a hissy fit.	2	2	2	2
2751	10	11	3	Ross	Missy	You did?	Yeah. We'd go to the science lab after hours!	You did? You used to make out a lot?	We'd go to the science lab after hours!	1	1	1	1
2752	10	9	2	Agency Guy	Chandler	Do you have any question for Erica?	Yeah, actually. So, you read a file that you liked and you gave the agency the serial number and they contacted us?	Do you have any question for Erica?	Actually. So, you read a file that you liked and you gave the agency the serial number and they contacted us?	1	1	1	1
2753	2	4	2	Stranger	Rachel	Yeah, I'm looking for Phoebe, does she still live here?	Uh, no she doesn't but I can, I can get a message to her.	I'm looking for Phoebe, does she still live here?	Uh, she doesn't but I can, I can get a message to her.	2	2	2	2
2754	6	17	1	Monica	Chandler	Yeah-yeah, you remember how I call you bunny?	Not really.	You remember how I call you bunny?	Not really.	2	2	2	2
2755	10	4	3	Chandler	Joey	You do know, I can just turn them the other way around, right?	Oh! I forgot you used to live here!	You do know, I can just turn the key the other way around, right?	Oh! I forgot you used to live here!	1	4	1	1
2756	9	1	1	Rachel	Phoebe	And you really think this is a good idea?	I just talked him into it, don’t tell me I have to do you too. The puppet master gets tired people.	And you really think this is a good idea?	I just talked him into it, don’t tell me I have to do you too. The puppet master gets tired people.	1	1	1	1
2757	9	13	3	Rachel	Ross	You�ve being seeing someone?	Yeah, didn�t I mention that? Yeah, I mean, we haven�t being going out for too long, but rather there is this amazing connection between us. I-I mean, in fact just before you came in she called me her boyfriend. I thought it was a little too soon, but it was also, you know, it was kinda nice.	You’ve being seeing someone?	Didn’t I mention that? I mean, we haven’t been going out for too long, but rather there is this amazing connection between us. I-I mean, in fact just before you came in she called me her boyfriend. I thought it was a little too soon, but it was also, you know, it was kinda nice.	1	1	1	1
2758	2	10	1	Monica	Phoebe	Not that bad? Did you hear the hammer story?	OK, OK, don't get all squinky.	Did you hear the hammer story?	OK, OK, don't get all squinky.	4	4	4	4
2759	9	10	1	Chandler	Monica	So, are you really gonna go out with that nurse man?	Well uh, you and I are just goofing around, I thought, why not just goof around with him.	So, are you really gonna go out with that nurse man?	Well uh, you and I are just goofing around, I thought, why not just goof around with him.	1	1	1	1
2760	7	16	1	Monica	Joey	Okay, can we change the topic? Because it’s really doing nothing for me.	Oh… (To Chandler) Can you imagine if I hadn’t left you that last one? You two might’ve never gotten together. Ooh-ooh! Could you imagine if I sent that hooker up to the room like I was gonna?! It’s like it was in the stars!	Okay, can we change the topic? Because it’s really doing nothing for me.	Oh… Can you imagine if I hadn’t left you that last one? You two might’ve never gotten together. Ooh-ooh! Could you imagine if I sent that hooker up to the room like I was gonna?! It’s like it was in the stars!	4	4	1	4
2761	5	20	3	Chandler	Joey	Much sense?!	Look Chandler, it was instinct! Okay? I just went for it!	It doesn’t make Much sense?!	Look Chandler, it was instinct! Okay? I just went for it!	4	4	2	4
2762	9	11	1	Joey	Phoebe	Pheebs, have you ever been bitten by a hungry Italian?	I'm sorry, it's just, I'm a little short on cash.	Pheebs, have you ever been bitten by a hungry Italian?	I'm sorry, it's just, I'm a little short on cash.	4	4	4	4
2763	8	1	2	Second Girl	Ross	Can I go next?	What? Of course you can! Hop on!	Can I go next?	What? Of course you can! Hop on!	1	1	1	1
2764	8	9	1	Rachel	Will	Hi! Will, right?	Right.	Hi! Will, right?	Right.	1	1	1	1
2765	3	20	2	Joanna	Rachel	(entering) Did he call?	No. Sorry.	Did he call?	Sorry.	2	2	2	2
2766	10	8	1	Joey	Ross	Come on you guys, we want you to know we're (His eye widen even more) very very sorry. (Monica and Chandler are now covering their eyes with their hands) (then to the others in the hall) Right guys?	I feel terrible.	Come on you guys, we want you to know we're very very sorry. Right guys?	I feel terrible.	1	1	1	1
2767	6	10	1	Phoebe	Chandler	Will you get us better gifts?	Fine!	Will you get us better gifts?	Fine!	1	1	1	1
2768	10	6	2	Joey	Chandler	(looks at him suspiciously) But, ehm... you watched the tape?	(sounds nervous) Yeah! I... I... I liked it! (Joey continues to look at him suspiciously) But, ehm... my bosses didn't go for it. Stupid sons of bitches!	But, ehm... you watched the tape?	I... I... I liked it!	1	1	1	1
2769	6	9	2	Joey	Ross	Ross! Can I talk to you for a second?	Oh, uh, can it wait a second Joey? I have to tell my parents something. No it can’t? Okay.	Ross! Can I talk to you for a second?	Oh, uh, can it wait a second Joey? I have to tell my parents something. It can’t? Okay.	1	1	1	1
2770	4	20	2	Monica	Phoebe	Can you just hold on for one minute?	No, you have to let me in right now!!	Can you just hold on for one minute?	You have to let me in right now!!	2	2	2	2
2771	3	19	3	Rachel	Ross	Yeah?	Yes, I do.	Yeah? You think so?	I do.	1	1	1	1
2772	5	15	2	Joey	Rachel	Thanks! I've been working out. Hey listen, is it obvious that I'm wearing six sweaters?	Uhhh, yeah. But it's not obvious why.	Hey listen, is it obvious that I'm wearing six sweaters?	But it's not obvious why.	1	1	1	1
2773	4	8	1	Ross	Joey	Listen, Joey, I know what he did was wrong but don’t you think you could at least hear the guy out?	Back when you and Rachel were together, if Chandler had kissed her, would you hear him out?	Listen, Joey, I know what he did was wrong but don’t you think you could at least hear the guy out?	Back when you and Rachel were together, if Chandler had kissed her, would you hear him out?	2	2	4	2
2774	7	18	1	Jessica Ashley	Joey	(shocked) Oh my God! I won! Do you have any idea what this means?! (She rolls her eyes and throws it onto the couch.)	Well, that-that-that’s it? You’re gonna, you’re gonna put it on your self or anything?	Do you have any idea what this means?!	Well, that-that-that’s it? You’re gonna, you’re gonna put it on your self or anything?	5	5	5	5
2775	10	9	3	Ross	Rachel	Really?	Yes! And I know what looks sexy on guys. Please, just wear what I suggest, and she’s gonna go nuts for you.	Really? You will pick something out for me?	And I know what looks sexy on guys. Please, just wear what I suggest, and she’s gonna go nuts for you.	1	1	1	1
2776	2	20	1	Ross	Carol	I don't believe this. I miss, I miss the first time of everything. I missed, what, the first time he rolled over, the first time he crawled. What else did I miss? Has he spoken yet, is he driving, does he have a favorite liquour?	Actually, he is getting closer on the talking thing. He can't quite say mama yet, but once he said yumen.	Has he spoken yet?	Actually, he is getting closer on the talking thing. He can't quite say mama yet, but once he said yumen.	2	2	3	2
2777	8	22	1	Ross	Monica	Can I get some of that action?	Wait a minute! Now I’m betting against all three of you?	Can I get some of that action?	Wait a minute! Now I’m betting against all three of you?	4	5	4	4
2778	10	11	1	Joey	Monica	Would you guys want to come down tomorrow and watch me tape the show?	Oh, I can't. We're throwing Phoebe a bachelorette party.	Would you guys want to come down tomorrow and watch me tape the show?	Oh, I can't. We're throwing Phoebe a bachelorette party.	2	2	2	2
2779	5	22	1	Ross	Joey	Uhh, not much. You guys want to see a movie tonight?	Sure, what do you want to see?	Uhh, not much. You guys want to see a movie tonight?	Sure, what do you want to see?	1	1	1	1
2780	3	5	1	Frank	Phoebe	So wait, what’s the deal here, I can have sex with you, but I can’t touch you?	You can’t have sex with her!	So wait, what’s the deal here, I can have sex with you, but I can’t touch you?	You can’t have sex with her!	2	2	2	2
2781	8	20	2	Chandler	Joey	Hey Joe! You wanna shoot some hoops?	Oh no, I can’t go. I’m practicing; I got an audition to be the host of a new game show.	Hey Joe! You wanna shoot some hoops?	I can’t go. I’m practicing; I got an audition to be the host of a new game show.	2	2	2	2
2782	6	22	2	Paul	Elizabeth	So Lizzie, are-are-are you planning on staying the night?	Oh no-no believe me, I’m leaving as soon as possible!	So Lizzie, are-are-are you planning on staying the night?	Believe me, I’m leaving as soon as possible!	2	2	2	2
2783	7	13	1	Chandler	Rachel	(excitedly) Are you telling me that you bought the chair that is making all other lounge systems obsolete? The chair that Sit magazine called the Chair of the Year?	I just purchased the La-Z-Boy E-cliner 3000. (Which is an actual product by the way, I’m not sure about the 3000 part.)	Are you telling me that you bought the chair that is making all other lounge systems obsolete? The chair that Sit magazine called the Chair of the Year?	I just purchased the La-Z-Boy E-cliner 3000.	1	1	4	1
2784	2	3	1	Rachel	Monica	Oh, please, Monica. You've always hated my lamp, and then, all of a sudden, it's just magically broken?	Phoebe, tell her!	Oh, please, Monica. You've always hated my lamp, and then, all of a sudden, it's just magically broken?	Phoebe, tell her!	1	4	4	4
2785	3	12	2	Chandler	Ross	(to Ross) Hey, so can you make it on Friday?	What? Oh yeah, yeah I think so. Why am I invited to this again?	Hey, so can you make it on Friday?	What? Oh, I think so. Why am I invited to this again?	1	1	1	1
2786	10	6	1	Joey	Chandler	Oh! Any word on casting yet?	Joe, I told you, you're just not right for the part.	Oh! Any word on casting yet?	Joe, I told you, you're just not right for the part.	4	4	4	4
2787	5	16	1	Chandler	Joey	Well y'know, Monica and I were friends before we started dating. So maybe-maybe that's it?	Friends first? That's interesting.	Well y'know, Monica and I were friends before we started dating. So maybe-maybe that's it?	Friends first? That's interesting.	4	4	4	4
2788	4	2	3	Monica	Chip	I do?	The movie theatre, you used to come in all the time.	I do? I know where you work?	The movie theatre, you used to come in all the time.	1	1	1	1
2789	3	13	1	Richard	Monica	You mean like exclusive friends?	Why not?! I mean this has been the most amazing week. Would it be so terrible? Even if we were friends who lived together. Or, maybe someday friends who stood up in front of their other friends, and vowed to be friends forever.	You mean like exclusive friends?	Why not?! I mean this has been the most amazing week. Would it be so terrible? Even if we were friends who lived together. Or, maybe someday friends who stood up in front of their other friends, and vowed to be friends forever.	1	1	1	1
2790	1	17	1	Rachel	Dr. Rosen	Aren't you a little cute to be a doctor?	Excuse me?	Aren't you a little cute to be a doctor?	Excuse me?	4	4	4	4
2791	3	25	2	Phoebe	All	I don’t know, but we’re having dinner tomorrow night, so I figured, she’s gonna tell me then. Y'know maybe she just wanted to give him time to, buy me presents, I don’t know! So, you’re all bored?	Ohh!!	So, you’re all bored?	Ohh!!	4	4	4	4
2792	5	22	2	Joey	Phoebe	I can't decide which route to take to Vegas. Hey, you've traveled a lot right?	Yeah, I've been around.	Hey, you've traveled a lot right?	I've been around.	1	1	1	1
2793	8	16	3	Phoebe	Monica	Yeah?	Yeah! Oh he’s great, I love him. (Walks away and Chandler glares at Phoebe.)	Yeah? Good work?	Oh he’s great, I love him.	1	1	1	1
2794	8	8	1	Chandler	Phoebe	You had a bachelorette party?!	She untied his G-string with her teeth. (Pause) Somebody stop me!	You had a bachelorette party?!	She untied his G-string with her teeth.	1	1	1	1
2795	7	16	3	Rachel	Ben	Yeah? You like that one?	Yeah, you’re funny.	You like that prank?	You’re funny.	1	1	1	1
2796	2	4	1	Ross	Joey	You were in a porno?	Ahh, alright, alright, alright, I was young and I just wanted a job, OK. But at the last minute I couldn't go through with it so they let me be the guy who comes in to fix the copier but can't 'cause there's people havin' sex on it.	You were in a porno?	Ahh, alright, alright, alright, I was young and I just wanted a job, OK. But at the last minute I couldn't go through with it so they let me be the guy who comes in to fix the copier but can't 'cause there's people havin' sex on it.	1	1	1	1
2797	6	13	2	Monica	Rachel	(calling from the bathroom) Is someone there?	Oh yes, it’s me! Sorry!	Is someone there?	It’s me! Sorry!	1	1	1	1
2798	9	22	1	Joey	Chandler	So, I don't have to learn what that means?	Aside from adoption the only other choice is insemination, so... we're talking about sperm donors.	So, I don't have to learn what that means?	Aside from adoption the only other choice is insemination, so... we're talking about sperm donors.	4	4	5	4
2799	7	9	2	Ross	Joey	Phoebe really likes the bike huh?	Yeah, I saw her this morning walkin’ it by the park.	Phoebe really likes the bike huh?	I saw her this morning walkin’ it by the park.	1	1	1	1
2800	8	13	2	Dr. Long	Ross	Okay! All your tests look fine. Now, are you two interested in knowing the sex of the baby?	Uh, no. No, we’re not.	Now, are you two interested in knowing the sex of the baby?	Uh, we’re not.	2	2	2	2
2801	6	15-16	1	Chandler	Joey	Okay, anything for you sir?	(To Rachel) Did I not just tell him?	Okay, anything for you sir?	Did I not just tell him?	4	4	4	4
2802	2	5	1	Joey	Chandler	And we don't work hard?	I'm just saying that sometimes we like to do stuff that costs a little more.	And we don't work hard?	I'm just saying that sometimes we like to do stuff that costs a little more.	4	4	4	4
2803	3	23	3	Fireman	Vince	Oh sure. Vince?!	Yo!! (slides down that pole that fire station’s have)	Vince?! Are you here?	Yo!!	1	1	1	1
2804	8	20	3	Chandler	Joey	Bamboozled?	Yeah, isn’t that a cool name?	Did you say Bamboozled?	Isn’t that a cool name?	1	1	1	1
2805	5	19	2	Chandler	Monica	So uh Monica, do you, do you like the Law & Order?	Yeah, it's good.	So uh Monica, do you, do you like the Law & Order?	It's good.	1	1	1	1
2806	8	3	2	Rachel	Ross	Yeah, maybe if you’re in love. But Ross, we are not in love, are we?	No but…but still you can’t possibly do this alone.	Yeah, maybe if you’re in love. But Ross, we are not in love, are we?	But…but still you can’t possibly do this alone.	2	2	2	2
2807	9	20	3	Rachel	Joey	(surprised) What? (with a nervous smile) Really?	Yes, 'cause we live together, that's a joke!	What? Really? I’m going home with you tonight?	'Cause we live together, that's a joke!	1	1	1	1
2808	3	3	2	Chandler	Joey	And that's how you bought it?	Noooo, that's what I was wearing when I donated. I'm kinda surprised there's any of my boys left.	And that's how you bought it?	That's what I was wearing when I donated.	4	4	5	4
2809	7	1	1	Rachel	Monica	Yeah, you like that baby? (Monica bursts in followed by Chandler.) May we help you?	I just wanted to say that I hope you do have sex tonight and I hope that you guys get back together, but I must warn you, the night that you announce your engagement I’m going to announce that I’m pregnant!	May we help you?	I just wanted to say that I hope you do have sex tonight and I hope that you guys get back together, but I must warn you, the night that you announce your engagement I’m going to announce that I’m pregnant!	4	1	4	4
2810	4	2	1	Monica	Chip	You still work at the multiplex?	Oh, like I’d give up that job! Free popcorn and candy, anytime I want. I can get you free posters for your room.	You still work at the multiplex?	Oh, like I’d give up that job! Free popcorn and candy, anytime I want. I can get you free posters for your room.	1	1	1	1
2811	6	19	1	Rachel	Joey	You’re jokin’ right?	Of course I’m jokin’! I don’t take checks.	You’re jokin’ right?	Of course I’m jokin’!	1	1	1	1
2812	3	3	3	Phoebe	Malcom	Really?	See that's just something I said now, so that maybe I could kiss you.	Really? You were thinking what it would be like to kiss me?	See that's just something I said now, so that maybe I could kiss you.	2	2	2	2
2813	4	1	1	Phoebe	Ursula	There-there was a suicide note?! (Ursula nods ‘Yes.’) Well, do you still have it?	(disgusted) Hang on. (She goes into her apartment and slams the door in Phoebe’s face.)	There-there was a suicide note?! Well, do you still have it?	Hang on.	1	4	4	4
2814	9	14	1	Ross	Rachel	That bad?	Well, he makes t-shirts for a living, and he thought it would be appropriate to give me this.	That bad?	Well, he makes t-shirts for a living, and he thought it would be appropriate to give me this.	4	4	4	4
2815	5	8	1	Monica	Chandler	What-what's the matter? Is there, is there something on my dress? (She turns around making sure he gets a good look.)	You just, you look so different! Terrific! That dress! That body!	What-what's the matter? Is there, is there something on my dress?	You just, you look so different! Terrific! That dress! That body!	2	2	2	2
2816	9	6	3	Joey	Chandler	Seriously? She actually said that?	Yes! Am I crazy to be this upset?	Seriously? She actually said that he is the funniest guy she's ever met?	Am I crazy to be this upset?	1	1	4	1
2817	6	7	1	Monica	Chandler	Is it okay for me to come in now?	Uh-huh.	Is it okay for me to come in now?	Uh-huh.	1	1	1	1
2818	10	4	2	Joey	Phoebe	(To Phoebe) We were supposed to bring presents?	Yeah! I wrote Emma a song.	We were supposed to bring presents?	I wrote Emma a song.	1	1	1	1
2819	7	16	1	Ross	Rachel	I will be! Listen, I don’t want you teaching my son that stuff anymore. Okay?	Fine. Fine, but I’ll have you know that once I taught him that stuff he called me Fun Aunt Rachel. And I loved being Fun Aunt Rachel but I’ll go back to being Boring and Uncomfortable Aunt Rachel if that’s what you want!	I will be! Listen, I don’t want you teaching my son that stuff anymore. Okay?	Fine. Fine, but I’ll have you know that once I taught him that stuff he called me Fun Aunt Rachel.	1	1	1	1
2820	10	16	1	Phoebe (To Rachel)	Rachel	You doing ok?	Well, I've been better.	You doing ok?	Well, I've been better.	2	2	2	2
2821	9	5	3	Chandler	Claudia	(laughs) Well, don�t believe everything you hear, Ken. (both turning away to files) But yeah, that�s true. Alright, let�s get started, by take a look at last quarter�s figures. (The female next to Chandler starts smoking, towards her:) Ah, Claudia, aren�t you supposed to blow smoke up the bosses� ass?	I�m sorry. Does the smoke bother you?	Ah, Claudia, aren’t you supposed to blow smoke up the bosses’ ass?	I’m sorry. Does the smoke bother you?	4	4	4	4
2822	2	6	3	Phoebe	Rachel	Really?	Yeah. Who's workin' for you babe?	Really? You got me the job?	Who's workin' for you babe?	1	4	1	1
2823	2	15	2	Ross	Chandler	Oh. Listen, have you ever been uh, you know, foolin' around with a girl and uh, she started laughin'?	Yeah, but uh, it was 1982 and my flock of seagulls haircut was tickling her chin.	Listen, have you ever been uh, you know, foolin' around with a girl and uh, she started laughin'?	But uh, it was 1982 and my flock of seagulls haircut was tickling her chin.	1	1	1	1
2824	10	17-18	1	Joey	Monica	Yeah. Uh, does this mean there's nothing to eat?	I put three lasagnas in your freezer.	Uh, does this mean there's nothing to eat?	I put three lasagnas in your freezer.	2	2	2	2
2825	2	19	1	Rachel	Phoebe	Men just take out wind?	Ya-huh, all the time, cause they are the lightning bearers.	Men just take out wind?	Ya-huh, all the time, cause they are the lightning bearers.	1	1	1	1
2826	4	8	1	Rachel	Chandler	So are things with you and Joey any better?	They couldn’t be worse. I spent eight hours calling him last night, just trying to get	So are things with you and Joey any better?	They couldn’t be worse. I spent eight hours calling him last night, just trying to get him to talk to me.	2	2	2	2
2827	8	6	3	Rachel	Monica	(To Monica) Oh, you did this to him?	What?! I thought he’d love it! His favorite kid's book was the Velveteen Rabbit!	Oh, you got him this costume?	What?! I thought he’d love it! His favorite kid's book was the Velveteen Rabbit!	1	1	1	1
2828	2	3	1	Phoebe	Ross	Really? You can actually see it?	You bet. In the U.S., China, Africa, all over.	Really? You can actually see it?	You bet. In the U.S., China, Africa, all over.	1	1	1	1
2829	8	21	1	The Cooking Teacher	Joey	Your Fettuccini Alfredo looks a little dry, did you use all your cheese?	When you say used, do you mean eat as a pre-cooking snack?	Your Fettuccini Alfredo looks a little dry, did you use all your cheese?	When you say used, do you mean eat as a pre-cooking snack?	3	3	3	3
2830	3	3	2	Rachel	Ross	All right are you guys gonna come down?	Uh, yeah, yeah I'll, I'm right behind you.	All right, are you guys gonna come down?	I'll, I'm right behind you.	1	1	1	1
2831	8	13	2	Monica	Phoebe	Is it something you’d be interested in?	I don’t know, I don’t know, I don’t know. You know, I mean, on the one hand, Mother may I? But y’know on the other hand… No. No, I can’t. We’re friends. No, oh, no. I don’t want to risk what we have.	Is it something you’d be interested in?	I don’t know, I don’t know, I don’t know.	4	4	4	4
