	Season	Episode	Category	Q_person	A_person	Q_original	A_original	Q_modified	A_modified	Annotation_1	Annotation_2	Annotation_3	Goldstandard
237	7	2	2	Ross	Rachel	So I guess you bought that book after we broke up huh?	Uh-huh, yeah I did, because I wore out my first copy when I was with you.	So I guess you bought that book after we broke up huh?	I did, because I wore out my first copy when I was with you.	1	1	1	1
238	8	23	1	Chandler	Ross	So, do you know what you’re gonna call her yet?	Uh actually, we-we’ve narrowed it down to two names.	So, do you know what you’re gonna call her yet?	Uh actually, we-we’ve narrowed it down to two names.	2	2	3	2
239	3	21	2	Monica	Pete	Oh, what’d ya bring me?! (She opens the gift) Awww, hotel toiletries from Japan. Oh, these are gonna go in my permanent collection. You want some coffee?	Yeah, sure, that’d be great.	You want some coffee?	Sure, that’d be great.	1	1	1	1
240	8	13	2	Joey	Chandler	It was different for you guys! I mean, I mean, you were both in the same place, right?	Yes. When Monica and I were in London, we were both in London.	It was different for you guys! I mean, I mean, you were both in the same place, right?	When Monica and I were in London, we were both in London.	1	1	1	1
241	2	2	1	Rachel	Monica	You were with Julie?	Look, when it started I was just trying to be nice to her because she was my brother's girlfriend. And then, one thing led to another and, before I knew it, we were...shopping.	You were with Julie?	Look, when it started I was just trying to be nice to her because she was my brother's girlfriend. And then, one thing led to another and, before I knew it, we were...shopping.	1	1	1	1
242	2	12-13	2	Susie	Chandler	But um, here's an idea, have you ever worn women's underwear?	Well, ye, yes, actually, but, uh, they were my Aunt Edna's, and there were three of us in there.	But um, here's an idea, have you ever worn women's underwear?	Well, actually, but, uh, they were my Aunt Edna's, and there were three of us in there.	1	1	1	1
243	6	18	2	Rachel	Phoebe	Hey! Hey-hey, now this was no one’s fault Pheebs. Okay? It was an accident.	Well no, it was my fault so you should get the nice room.	Hey-hey, now this was no one’s fault Pheebs. Okay? It was an accident.	Well, it was my fault so you should get the nice room.	2	2	2	2
244	2	10	1	Chandler	Ross	Yes, yes, but did you see who she was dating?	What do you mean?	Yes, yes, but did you see who she was dating?	What do you mean?	4	4	4	4
245	8	7	1	Chandler	Monica	God! She is not stealing from us! Okay, will you let this go?	Fine. (Brenda comes in to use the bathroom and adjusts her pink bra strap on the way.) She’s wearing my bra!	God! She is not stealing from us! Okay, will you let this go?	Fine.	1	1	1	1
246	1	5	2	Rachel	Ross	Don't you have a laundry room in your building?	Yes, I do have a laundry room in my building, um, but there's a.... rat problem. Apparently they're attracted to the dryer sheets, and they're goin' in fine, but they're comin' out all.... fluffy. Anyway, say, sevenish?	Don't you have a laundry room in your building?	I do have a laundry room in my building, um, but there's a.... rat problem.	1	1	1	1
247	3	15	1	Ross	Rachel	Come on Rach, you don’t have what, ten minutes?	I don’t have ten minutes!!	Come on Rach, you don’t have what, ten minutes?	I don’t have ten minutes!!	2	2	2	2
248	5	18	1	Rachel	Nancy	Yeah, I did, but y'know what? I am really, really trying to cut back, y'know? (Laughs) Good luck, Rach.	I've actually been thinking about quitting lately.	I am really, really trying to cut back, y'know?	I've actually been thinking about quitting lately.	1	4	1	1
249	3	17	2	Ross	Carol	Ahh. (notices the table) Ooh, is this a ah, is this a bad time?	Umm, yeah, actually, Susan’s gonna be home any minute, it’s kinda an anniversary.	Ooh, is this a ah, is this a bad time?	Umm, actually, Susan’s gonna be home any minute, it’s kinda an anniversary.	1	1	1	1
250	2	16	3	Ross	Rachel	Yeah, so uh, is it sore or can you do stuff?	I guess.	Yeah, so uh, can you do stuff?	I guess.	1	1	1	1
251	6	3	1	Joey	Rachel	(To Chandler) Dude! What are yo—you trying to kill me?!	(entering from her room) Pheebs, I wanna ask you something.	Dude! What are yo—you trying to kill me?!	Pheebs, I wanna ask you something.	5	5	5	5
252	9	13	3	Rachel	Ross	Listen, my mum is not bringing the baby back until nine o� clock. So I was hoping you and I could have a chance to kind of talk� somebody here?	Oh, yeah, yeah that�s Michelle.	somebody here?	Oh, that’s Michelle.	1	1	1	1
253	2	2	2	Hombre Man	Joey	Your territory, huh?	Yeah. Bijan for men?	Your territory, huh?	Bijan for men?	5	4	5	5
254	6	3	1	Monica	Chandler	You still want to move in together right?	Of course!	You still want to move in together right?	Of course!	1	1	1	1
255	7	24	1	Conan	Matt	You don’t verbally mess up, but sometimes physically? You mess up.	I have had some clumsy moments I guess you can call ‘em.	You don’t verbally mess up, but sometimes physically?	I have had some clumsy moments I guess you can call ‘em.	1	1	1	1
256	1	3	1	Ross	All	You know what I like most about him, though?	What?	You know what I like most about him, though?	What?	2	2	2	2
257	8	13	2	Ross	Rachel	(entering) Well hey! What’s going on? Ooh, cool boat—(Sees why the boat’s there)—Oh, no. (Averts his eyes by looking around the room) (To Rachel) Hey, did you, did you tell them?	No, I was waiting for you!	Hey, did you, did you tell them?	I was waiting for you!	2	2	2	2
258	2	24	3	Monica	Richard	Really?	Yeah, if I have to. Monica, I don't wanna lose you, so if I have to do it all over again, then I will.	Really? You would do it all again?	If I have to. Monica, I don't wanna lose you, so if I have to do it all over again, then I will.	3	3	3	3
259	3	1	2	Joey	Janice	Does it have to be a whole day?	Yes, because that's how long it takes to love me.	Does it have to be a whole day?	That's how long it takes to love me.	1	1	1	1
260	9	13	1	Ross	Chandler	That's funny...Do you think you'll ever work again?	What are doing? You know I can only dish it out!	That's funny...Do you think you'll ever work again?	What are doing? You know I can only dish it out!	4	4	4	4
261	9	12	1	Rachel	Phoebe	whhh wait, you're gonna leave my party to take care of a box of rats?	Well I'm sorry Rachel, but I'm not like you, ok? Not everyone can afford help. (she and Mike leave)	whhh wait, you're gonna leave my party to take care of a box of rats?	Well I'm sorry Rachel, but I'm not like you, ok? Not everyone can afford help.	1	1	1	1
262	9	4	1	Phoebe	Ross	would you call this girl? (Puts on a crying act) thanks-fo-r-a-love-ly-even-ing	now I feel terrible this is all my fault.	would you call this girl?	now I feel terrible this is all my fault.	4	4	4	4
263	7	8	1	Rachel	Tag	Okay, that's gonna take them a minute. Do you have anything else you wanna get off your chest?	I can't believe this!	Do you have anything else you wanna get off your chest?	I can't believe this!	4	4	4	4
264	6	12	1	Monica	Chandler	That’s right. (A noise comes from the living room.) Did you hear something?	Maybe it’s the sound of Ross climbing into my brain and stealing my thoughts.	Did you hear something?	Maybe it’s the sound of Ross climbing into my brain and stealing my thoughts.	1	1	1	1
265	8	4	1	Ross	Joey	(laughs) You were backpacking across Western Europe?	Have a nice six more months Ross! (Starts to leave.)	You were backpacking across Western Europe?	Have a nice six more months Ross!	5	5	4	5
266	10	14	1	Joey	Mackenzie	I mean, this soap opera is a great gig, but... am I missing opportunities? You know, I've always thought of myself as a serious actor. I mean, should I be trying to do more independent movies?	(at the other end of the line) I don't know... You know what? I'm gonna put you on with my bear. Hold on. (she puts the phone at the bears ear)	I mean, should I be trying to do more independent movies?	I don't know...	4	4	4	4
267	8	15	1	Phoebe	Gunther	Oh, Gunther, can I get a scone?	(to Joey) You want anything?	Oh, Gunther, can I get a scone?	You want anything?	4	4	4	4
268	9	11	1	Chandler	Monica	I quit and you learn what I do?	It's just, I think, there's never gonna be a right time to have a baby. I mean, now you're unemployed and in a little while you'll find a new job that'll keep you really busy. There's always gonna be a reason not to do this, but I think once the baby comes, forget about all those reasons.	I quit and you learn what I do?	It's just, I think, there's never gonna be a right time to have a baby. I mean, now you're unemployed and in a little while you'll find a new job that'll keep you really busy. There's always gonna be a reason not to do this, but I think once the baby comes, forget about all those reasons.	5	5	4	5
269	6	3	1	Rachel	Ross	Yeah. Y’know umm, uh, umm, about that, umm, Ross I really appreciate your offer to let me move in and everything, but don’t you think it’s gonna be weird?	Wh-why?! Why-why-why would it, why would it be weird?	Y’know umm, uh, umm, about that, umm, Ross I really appreciate your offer to let me move in and everything, but don’t you think it’s gonna be weird?	Wh-why?! Why-why-why would it, why would it be weird?	2	2	2	2
270	3	21	1	Pete	Monica	So? I mean have you thought about it?	Okay. Here’s the thing.	So? I mean have you thought about it?	Okay. Here’s the thing.	1	1	1	1
271	8	13	3	Rachel	Phoebe	Really?!	Uh huh! If it’s a girl, Phoebe, and if it’s a boy, Phoebo!	Really?! You have ideas for baby names too?	Uh huh! If it’s a girl, Phoebe, and if it’s a boy, Phoebo!	1	1	1	1
272	2	4	1	Ross	Rachel	Can I ask you somethin'?	Sure.	Can I ask you somethin'?	Sure.	1	1	1	1
273	10	10	1	Phoebe	Ross	So you're gonna move?	Oh my God.	So you're gonna move?	Oh my God.	4	1	4	4
274	3	12	2	Mark	Rachel	...and the style number, and the invoice number, and the shipping date. Good. Any questions so far?	Yeah. What kind of discount do we get?	Any questions so far?	What kind of discount do we get?	1	1	1	1
275	1	16	2	Ross	Phoebe	You okay?	Yeah I’m fine.	You okay?	I’m fine.	1	1	1	1
276	5	10	2	Ross	Chandler	I guess when you don't have so many distractions, it's easier for you to focus. Huh?	Yeah or also when you don't have somebody breathing down your neck ALL THE LIVE LONG DAY!!	I guess when you don't have so many distractions, it's easier for you to focus. Huh?	Or also when you don't have somebody breathing down your neck ALL THE LIVE LONG DAY!!	4	1	1	1
277	7	5	1	Rachel	Tag	Wo-women? You mean like old women?	Well kinda old, like 30.	Wo-women? You mean like old women?	Well kinda old, like 30.	1	1	1	1
278	3	4	1	Joey	Rachel	Can we please turn this off?	Noo way, Kevin.	Can we please turn this off?	Noo way, Kevin.	2	2	2	2
279	9	3	3	Chandler	Monica	Really?	Yeah, you're my husband. I'm not gonna live in a different state than you for 208 days out of the year.	Really? You can't be away from me for that long?	You're my husband. I'm not gonna live in a different state than you for 208 days out of the year.	2	2	2	2
280	7	5	2	Melissa	Rachel	Umm, is Tag here?	No. Why?	Umm, is Tag here?	Why?	4	4	4	4
281	9	8	1	Rachel	Ross	Oh Amy, don't cry Amy.  Um.. Ross, could I talk to you in private?	Sure, you want to go upstairs?	Um.. Ross, could I talk to you in private?	Sure, you want to go upstairs?	1	1	1	1
282	2	18	1	Monica	Richard	Two? TWO? How is that possible? I mean, have you seen you?	Well, I mean what can I say? I, I was married to Barbara for 30 years. She was my high school sweetheart, now you, that's two.	Two? TWO? How is that possible? I mean, have you seen you?	Well, I mean what can I say? I, I was married to Barbara for 30 years. She was my high school sweetheart, now you, that's two.	4	4	4	4
283	8	16	2	Joey	Ross	Oh now—Hey Ross-Ross! Do you wanna-wanna come in for a beer or something?	Uh…yeah sure. (Enters.)	Do you wanna-wanna come in for a beer or something?	Uh… sure.	1	1	1	1
284	5	8	2	Chandler	Phoebe	"Really? Worse than, ""More turkey Mr. Chandler?"""	Oh, did the little rich boy have a problem with the butler? Yes, mine's worse!	"Really? Worse than, ""More turkey Mr. Chandler?"""	Mine's worse!	1	1	1	1
285	7	12	2	Monica	Chandler	The second sister dies?!	(Pause) No. No, I-I was, I was talking about the book I was reading.	The second sister dies?!	I-I was, I was talking about the book I was reading.	4	4	3	4
286	10	6	3	Ross	Benjamin	(Skeptical) Really?	Well... there is just one small... stipulation...	Really? You’ve decided to offer me the grant?	Well... there is just one small... stipulation...	3	3	1	3
287	4	12	1	Rachel	Monica	What the hell is that?!! (to Monica) What the hell is that? Is that you? (Monica nods her head no, and Rachel realizes what is making that sound.) Ohhhhhhh! (storms over to Chandler and Joey’s with Monica in trail.)	Boy, you are really not a morning person.	What the hell is that?!! What the hell is that? Is that you?	Boy, you are really not a morning person.	5	5	5	5
288	6	15-16	1	Monica	Chandler	Umm, do you have any uhh, moves?	I have some moves.	Umm, do you have any uhh, moves?	I have some moves.	1	1	1	1
289	6	4	2	Rachel	Russell	Uh no, he’s not. Can I take a message?	Yes, this Russell, Ross’s divorce lawyer, just tell him that since I haven’t heard from him, I assume he’s decided to give the marriage a try.	Can I take a message?	This is Russell, Ross’s divorce lawyer, just tell him that since I haven’t heard from him, I assume he’s decided to give the marriage a try.	1	1	1	1
290	4	10	1	Phoebe	Chandler	Pumpkin? Yeah. But did he ever call you like, Budolph?	(entering) Hello, children!	But did he ever call you like, Budolph?	Hello, children!	5	5	5	5
291	8	20	1	Monica	Phoebe	Yeah could-could-could you get me something to drink?	You got it!	Yeah could-could-could you get me something to drink?	You got it!	1	1	1	1
292	10	2	3	Rachel	Joey	Feel me up?	In a carriage!	You’d feel me up?	In a carriage!	1	1	1	1
293	10	14	1	Monica	Joey	Joey, now that you're okay with the house, do you wanna go see your room?	What? I get my own room?	Joey, now that you're okay with the house, do you wanna go see your room?	What? I get my own room?	4	4	4	4
294	1	15	1	Ross	Joey	Hey guys, does anybody know a good date place in the neighborhood?	How about Tony's? If you can finish a 32-ounce steak, it's free.	Hey guys, does anybody know a good date place in the neighborhood?	How about Tony's? If you can finish a 32-ounce steak, it's free.	1	1	1	1
295	5	13	2	Phoebe	Ursula	Umm, well I sorta have some bad news, can I come in?	Umm, yeah—no thanks.	Umm, well I sorta have some bad news, can I come in?	Umm, no thanks.	2	2	2	2
296	7	23	1	Richard	Joey	(To Joey) Are you a little off today? It’s going terribly slowly.	Look, my best friends are getting married in like an hour. Okay? And I’m the minister. Please! Please! Can you pull it together?	Are you a little off today? It’s going terribly slowly.	Look, my best friends are getting married in like an hour. Okay? And I’m the minister.	1	1	4	1
297	9	18	1	Phoebe	Ross	You don't wanna win the lottery?	(in a mocking voice)Uh...sure I do, and I also wanna be King of my own country and find out what happened to Amelia Earhart.	You don't wanna win the lottery?	Uh...sure I do, and I also wanna be King of my own country and find out what happened to Amelia Earhart.	1	1	1	1
298	10	13	1	Rachel	Ross	(after a pause) Not even one more time?	Not even once.	Not even one more time?	Not even once.	2	2	2	2
299	9	18	1	Rachel	Chandler	Chandler, would you just tell her what she did was wrong?	(to Mon) She's right, you shouldn't have bought tickets just for us ...	Chandler, would you just tell her what she did was wrong?	She's right, you shouldn't have bought tickets just for us ...	1	1	4	1
300	3	23	1	Ross	Rachel	Monica’s right. We’re talking about getting married here. Okay? She-she can’t just rush into this.	Oh please, what do you know! You married a lesbian!	We’re talking about getting married here. Okay?	Oh please, what do you know! You married a lesbian!	4	4	4	4
301	1	14	2	Janice	Chandler	No, it isn't, because you won't let that happen. Don't you know it yet? You love me, Chandler Bing.	Oh, no I don't.	Don't you know it yet? You love me, Chandler Bing.	Oh, I don't.	2	2	2	2
302	9	23-24	2	Chandler	David	Tonight?! (looks at the ring) Isn't an engagement ring supposed to have a diamond? (squints at the ring to emphasize how tiny the diamond is) Oh, there it is!	Yeah, well, being a failed scientist doesn't pay quite as well as you might think. That's uhm... one seventieth of a karat. And the clarity is uhm... is quite poor.	Isn't an engagement ring supposed to have a diamond?	Well, being a failed scientist doesn't pay quite as well as you might think. That's uhm... one seventieth of a karat. And the clarity is uhm... is quite poor.	4	1	1	1
303	8	18	1	Phoebe	Parker	Can I get you something to drink? Like a water and Valium?	I must say this apartment, its, its, There are no words…	Can I get you something to drink? Like a water and Valium?	I must say this apartment, its, its, There are no words…	5	5	5	5
304	5	2	2	Chandler	Phoebe	All right, y'know what, we've been talking about London too much haven't we?	No. I'm sorry. It's just 'cause I couldn't be there. 'Cause all I ever get to do now is pregnant stuff, it just bums me out.	All right, y'know what, we've been talking about London too much haven't we?	I'm sorry. It's just 'cause I couldn't be there. 'Cause all I ever get to do now is pregnant stuff, it just bums me out.	1	1	4	1
305	2	15	1	Chandler	Joey	[reaches for the footrest lever] Do we dare?	We dare.	Do we dare?	We dare.	1	1	1	1
306	8	2	1	Monica	Rachel	Hey, how are you feelin’? Any morning sickness?	Shh-shh-shh! The guys don’t know yet do they?	Hey, how are you feelin’? Any morning sickness?	Shh-shh-shh! The guys don’t know yet do they?	4	4	4	4
307	5	13	2	Phoebe	Frank Sr.	You're Frank Buffay?	Shh! (Whispers) No! Joe Hill!	You're Frank Buffay?	Shh! Joe Hill!	2	2	2	2
308	9	13	3	Rachel	Ross	Ok, Ross, what�s going on here, are we just bringing strange women back to the apartment now?	I don�t know, are we just kissing guys on balconies?	Ok, Ross, what's going on here, are we just bringing strange women back to the apartment now?	I don’t know, are we just kissing guys on balconies?	4	4	4	4
309	10	10	2	Joey	Monica	Hey, is uhm... is Chandler here?	No, he’s picking up dinner, why, what’s up?	Hey, is uhm... is Chandler here?	He’s picking up dinner, why, what’s up?	2	2	2	2
310	6	3	1	Chandler	Monica	"Y’know those big-big uh, road signs that say ""Merge?"""	Uh-hmm.	"Y’know those big-big uh, road signs that say ""Merge?"""	Uh-hmm.	1	1	1	1
311	10	10	1	Phoebe	Ross	So, should we tell her?	I don’t know. Phoebe, if one of us saw Mike with another woman would you want us to tell you?	So, should we tell her?	I don’t know. Phoebe, if one of us saw Mike with another woman would you want us to tell you?	4	4	4	4
312	7	13	1	Monica	Ross	Wait, you’re giving me your Porsche, you’re kidding me right?!	Well w-w-w-w-wait, w-wait, wait, wait a minute! I mean a couple of stupid boxes get wet and she gets a Porsche?!	Wait, you’re giving me your Porsche, you’re kidding me right?!	Well w-w-w-w-wait, w-wait, wait, wait a minute! I mean a couple of stupid boxes get wet and she gets a Porsche?!	5	5	5	5
313	10	2	1	Joey	Charlie	So, did you bring a little something for Ross?	Actually.. It's stuff you left at my apartment.	So, did you bring a little something for Ross?	Actually.. It's stuff you left at my apartment.	2	2	2	2
314	9	23-24	1	Rachel	Joey	(worried) What, is everything ok?	Uh... Charlie and I broke up.	What, is everything ok?	Uh... Charlie and I broke up.	2	2	2	2
315	9	13	2	Phoebe	Monica	Oh! What's the matter? Are you scared? You're afraid I'm a better singer? You're afraid I'm gonna beat you at singing?	No no, it's not working on me. Wow! I must be growing up!	You're afraid I'm gonna beat you at singing?	It's not working on me. Wow! I must be growing up!	2	4	2	2
316	6	24	1	Rachel	Phoebe	Phoebe, don’t you think you’ve had enough to drink?	I’m just helping the kids!	Phoebe, don’t you think you’ve had enough to drink?	I’m just helping the kids!	4	4	2	4
317	3	25	2	Ross	Rachel	Noo, nnnnn. What does this mean? What do you, I mean do you wanna, get back together?	Noo! Maybe! I, I don’t know. Ross, I still can’t forgive you for what you did, I can’t, I just, but sometimes when I’m with you I just, I feel so…	What do you, I mean do you wanna, get back together?	I don’t know. Ross, I still can’t forgive you for what you did, I can’t, I just, but sometimes when I’m with you I just, I feel so…	4	4	4	4
318	9	9	1	Monica	Chandler	Scary pigeon's back?	It's huge.	Scary pigeon's back?	It's huge.	1	1	1	1
319	5	10	2	Chandler	Joey	Do you even remember which part of the wall is not spackle?	Uh yeah, right here. (He punches his fist through the wall next to the door.)	Do you even remember which part of the wall is not spackle?	Right here.	1	1	1	1
320	3	2	3	Joey	Ross	Am I in it?	Uh, huh. Yeah, right after I thank everyone for giving money to the museum, I sing a song about the wonder that is Joey.	Am I in the speech?	Right after I thank everyone for giving money to the museum, I sing a song about the wonder that is Joey.	1	1	1	1
321	10	6	3	Benjamin	Ross	Crazy, or... romantic?	Crazy!	You mean I’m romantic?	Crazy!	2	2	2	2
322	2	14	1	Joey	Chandler	You have any idea what this'll do for your sex life?	Well, it'll probably slow it down at first but, once I get used to the extra weight, I'll be back on track.	You have any idea what this'll do for your sex life?	Well, it'll probably slow it down at first but, once I get used to the extra weight, I'll be back on track.	1	1	1	1
323	10	17-18	1	Joey	Ross	You can't just give up! Is that what a dinosaur would do?	What?	You can't just give up! Is that what a dinosaur would do?	What?	4	4	4	4
324	7	7	3	Janice	Monica	He does?	That’s right. That’s right. And that is why you can’t stay here tonight. And probably why you shouldn’t come to the wedding.	He does? Chandler still has feelings for me?	That’s right. That’s right. And that is why you can’t stay here tonight. And probably why you shouldn’t come to the wedding.	1	1	1	1
325	5	2	1	Ross	Rachel	What? What? Was that a joke? 'Cause it's mean.	(Laughing) I'm so dead serious. I'm totally serious.	Was that a joke? 'Cause it's mean.	I'm so dead serious. I'm totally serious.	2	2	2	2
326	6	9	1	Rachel	Joey	The beef? Yeah, that was weird to me, too. But then, y’know, I thought “well, there’s mincemeat pie,” I mean that’s an English dessert, these people just put very strange things in their food, y’know. [To Joey] Oh! by the way, can I borrow some Rum from your place?	Y-sure!	Oh! by the way, can I borrow some Rum from your place?	Y-sure!	1	1	1	1
327	6	7	1	Rachel	Phoebe	Hey Phoebe, can I talk to you for a second?	Sure.	Hey Phoebe, can I talk to you for a second?	Sure.	1	1	1	1
328	7	22	1	Chandler	Monica	So I really never get to win anymore?	How much did ever really win before?	So I really never get to win anymore?	How much did ever really win before?	2	2	2	2
329	10	3	2	Chandler	Joey	So, you and Rachel tonight, huh?	Yeah. It's actually our first official date	So, you and Rachel tonight, huh?	It's actually our first official date	1	1	1	1
330	9	13	1	Phoebe	Mike	Can you totally see through her shirt ?	Like an X-Ray. Bad day not to wear a bra.	Can you totally see through her shirt ?	Like an X-Ray. Bad day not to wear a bra.	1	1	1	1
331	6	10	3	Joey	Janine	Really?	Yeah, well you’d be better if you just loosened your hips a little.	Really? I’m a good dancer?	Well you’d be better if you just loosened your hips a little.	4	4	3	4
332	6	6	3	Chandler	Joey	Still broken?	This sucks man! The last night you’re here and I lose the two most important things in my life, the foosball table and $500.	Is the foosball table still broken?	The last night you’re here and I lose the two most important things in my life, the foosball table and $500.	1	1	1	1
333	7	10	1	Ross	Ben	Yep, and you know what other holiday is coming up?	Christmas eve.	Yep, and you know what other holiday is coming up?	Christmas eve.	1	1	1	1
334	6	7	1	Monica	Chandler	Is it the same thing that Chandler had?	Look, uh, just come later, we'll get everything squared away and you can come back later.	Is it the same thing that Chandler had?	Look, uh, just come later, we'll get everything squared away and you can come back later.	4	5	5	5
335	5	12	1	Joey	Rachel	(entering) Hey Rach! Hey, you mind if I read my comic books in here?	Sure! Why?	Hey Rach! Hey, you mind if I read my comic books in here?	Sure! Why?	1	2	1	1
336	2	18	1	Phoebe	Chandler	Maybe that's because you haven't taken the time to get to know him. Let's remedy that, shall we?	We don't need to remedy that.	Maybe that's because you haven't taken the time to get to know him. Let's remedy that, shall we?	We don't need to remedy that.	2	2	2	2
337	7	20	1	Joey	Rachel	Oh good! Can I tell her?! Can I tell her?!	Well, do you want to hear what actually happened or Joey’s lewd version?	Oh good! Can I tell her?! Can I tell her?!	Well, do you want to hear what actually happened or Joey’s lewd version?	3	5	3	3
338	4	23	1	Monica	Ross	Yep! You got the tickets?	Oh! Got ‘em right here, (Pats his coat pocket) check!	You got the tickets?	Oh! Got ‘em right here, check!	1	1	1	1
339	4	21	2	Chloe	Ross	Do I know why we’re rushing?	Yeah, y'know the ah, the girlfriend I told you about last night? (He’s frantically throwing the cushions off of the couch looking for her other shoe) Well it turns out she ah, she wants to get back together with me. Oh, I found it!!	Do I know why we’re rushing?	Y'know the ah, the girlfriend I told you about last night? Well it turns out she ah, she wants to get back together with me.	1	4	1	1
340	5	15	1	Katie	Joey	Well? Aren't you gonna do something?	Uhh….	Well? Aren't you gonna do something?	Uhh….	4	4	4	4
341	8	23	1	Cliff	Phoebe	Is this the same spoon that was in my cast? (Smells it.)	Y’know what? This one is. (Eats another spoonful of pudding as Cliff sees something on TV.)	Is this the same spoon that was in my cast?	Y’know what? This one is.	1	1	1	1
342	1	24	1	Rachel	Joey	No! None! I mean, my first night in the city, he mentioned something about asking me out, but nothing ever happened, so I just... (to Joey): W-well, what else did he say? I mean, does he, like, want to go out with me?	Well, given that he's desperately in love with you, he probably wouldn't mind getting a cup of coffee or something.	W-well, what else did he say? I mean, does he, like, want to go out with me?	Well, given that he's desperately in love with you, he probably wouldn't mind getting a cup of coffee or something.	1	1	1	1
343	8	19	1	The Interviewer	Joey	Like the candy?	Matter of fact, I do.	Like the candy?	Matter of fact, I do.	1	1	1	1
344	3	18	2	Ross	Phoebe	Pheebs, what, is it the age thing?	No-no, oh, I’m fine with the age thing y'know, until it starts sticking it’s tongue down my little brother’s throat!	Pheebs, what, is it the age thing?	Oh, I’m fine with the age thing y'know, until it starts sticking it’s tongue down my little brother’s throat!	3	3	2	3
345	10	9	3	Monica	Erica	We don’t?	Yeah, when I read about you two, I was pretty sure I wanted you, but I just thought we should meet face to face. (to the agency guy). I've made my decision. I choose them.	We don’t have to talk?	When I read about you two, I was pretty sure I wanted you, but I just thought we should meet face to face. I've made my decision.	2	2	2	2
346	7	2	2	Phoebe	Ross	Well, umm, not much. But, I was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, y’know? So, could I just move in with you for a couple days?	Umm, okay, yeah, sure. But wh-what’s wrong with Monica and Chandler?	I was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, y’know? So, could I just move in with you for a couple days?	But wh-what’s wrong with Monica and Chandler?	4	4	4	4
347	3	20	1	Joanna	Rachel	Great! I’m looking forward to it. Rachel, any messages?	Sophie’s desk.	Rachel, any messages?	Sophie’s desk.	1	1	1	1
348	9	9	3	Phoebe	Mike	(calling from the bar on her cell phone.) Hey, Mike, it's me.� Listen, is um, is Ross near you?	Uh, no.� I just left.	Listen, is um, is Ross near you?	Uh, I just left.	2	2	2	2
349	4	4	3	Rachel	Monica	What?! You got us evicted!!	I told you not to go down there!	What?! You got us evicted!!?	I told you not to go down there!	4	4	4	4
350	10	15	1	Monica	Phoebe	But what if it is better than ours? Should we at least look?	Well, I think that shirt makes you look like you should work at a Baskin Robbins... Anyway... Hey, isn't Joey's agent Estelle Leonard?	But what if it is better than ours? Should we at least look?	Well, I think that shirt makes you look like you should work at a Baskin Robbins...	5	5	5	5
351	8	20	2	Rachel	Mrs. Green	Oh mom, I swear I’m not an idiot. I’ve read all kinds of books on pregnancy and giving birth, but I-I just didn’t think to read the part about what to do when the baby comes. And-and then guess what? The baby’s coming and I don’t know what to do. Oh, can I throw up in my diaper genie?	No. Sweetie, you’re gonna be fine. (Starts to get up.)	Oh, can I throw up in my diaper genie?	Sweetie, you’re gonna be fine.	4	5	4	4
352	10	2	3	Phoebe	Frank Jr.	Well, just you know, for argument's sake, you know, hypothetically. Which one would you be willing to give up?	Oh, you'd be getting a really good one. I mean, you know, he's really funny. Like, the other day he made up this joke.	Well, just you know, for argument's sake, you know, hypothetically. Which one would you be willing to give up? Frank Jr.Jr.?	Oh, you'd be getting a really good one. I mean, you know, he's really funny. Like, the other day he made up this joke.	4	4	4	4
353	5	7	1	Joey	Chandler	Hey! Wanna play some foosball? Please?	Okay. (Starts to head for where the foosball table usually is.)	Wanna play some foosball? Please?	Okay.	1	1	1	1
354	10	3	3	Chandler	Joey	Really?	No, I do six things! First, I look deep in her eyes. Then, I kiss her. Next I take my hand and I softly graze her thigh.	Really? Like you have a routine?	I do six things! First, I look deep in her eyes. Then, I kiss her. Next I take my hand and I softly graze her thigh.	1	1	1	1
355	6	3	1	Joey	Chandler	Hey, what is with the secrecy Phoebe? Huh? And what about this Denise, is she cute?	Pheebs, I don’t understand. How can you have a roommate that none of us know anything about?	And what about this Denise, is she cute?	Pheebs, I don’t understand. How can you have a roommate that none of us know anything about?	5	5	5	5
356	7	9	1	Monica	Chandler	See, this is why I told you never get involved with your assistant! And here is no such thing as keeping secrets when it comes to affairs. (To Chandler) Did you hear that Chandler? No such thing!	(with his mouth full) What happened? I’m just eating candy.	See, this is why I told you never get involved with your assistant! And here is no such thing as keeping secrets when it comes to affairs. Did you hear that Chandler? No such thing!	What happened? I’m just eating candy.	2	2	2	2
357	7	18	1	Monica	Chandler	Doesn’t it ever just freak you out that-that you’re never gonna be with anybody new again?	What?	Doesn’t it ever just freak you out that-that you’re never gonna be with anybody new again?	What?	2	2	4	2
358	4	18	3	Ross	Carol	Am I?!	I can’t speak for Emily, but Susan is in a loving, committed relationship.	Am I?! Am I paranoid?	I can’t speak for Emily, but Susan is in a loving, committed relationship.	1	4	1	1
359	9	22	2	Ross	Joey	Joey! Hey, I need to talk to Charlie. Is she there?	No. no... eh... she went shopping with Rachel. Why? What's up?	Hey, I need to talk to Charlie. Is she there?	eh... she went shopping with Rachel.	2	2	2	2
360	6	15-16	2	Monica	Chandler	There was just one woman, wasn’t there?	No, there were two.	There was just one woman, wasn’t there?	There were two.	2	2	2	2
